"Date",	"Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
04/10/2018	,-0.00358241369349236,0.0183932382864261,0.016641658653395,-0.0168743990347053,0.015196576689822,0.000246948515258083
05/10/2018	,-0.00636910509382737,-0.00137346147640531,-0.00613814977747928,-0.00642690635213852,0.00168821519554555,0.000246948515258083
08/10/2018	,0.0438362409142367,-0.00784701379296514,0.014472193013103,-0.0273847660322613,-0.0109616532563312,0.000246948515258083
09/10/2018	,-0.00233193751168201,0.0297540586160427,0.0112573683936934,-0.0180001599265532,0.0177223411704663,0.000247321475997264
10/10/2018	,-0.0259525229647921,7.14561851286703e-05,-0.0103513291470554,0.00551006013970593,0.00191207979853824,0.000247694401834142
11/10/2018	,-0.00891282082513377,0.0117077875785386,0.00128436474746704,-0.00208329136750435,0.00337733203214107,0.000247321475997264
15/10/2018	,0.00395387157616487,0.00143029568759886,0.0220711078755247,0.0151426402784917,-0.00687809480265589,0.000247694401834142
16/10/2018	,0.0270176267937023,0.00454129786787832,0.00363303057393016,-0.00577679643016355,-0.00412752860391006,0.000247694401834142
17/10/2018	,-0.000653938295445401,0.0195771566341518,-0.00314226999297163,-0.0124759490323001,0.0137464968846049,0.000247321475997264
18/10/2018	,-0.0192169147899418,0.0175834533234403,-0.0061824759986723,-0.00891173675107118,0.0152109699791779,0.000247694401834142
19/10/2018	,0.00601220552399522,-0.0107805247774996,-0.0160870715831507,-0.00963576200148986,0.0107562483055188,0.000247321475997264
22/10/2018	,0.0137706197380069,0.0200771444324227,0.0161035847585932,-0.00656252805634149,0.000581410172749991,0.000247321475997264
23/10/2018	,-0.00352762698685926,0.0141414263121593,-0.00110771367542799,-0.0113738352135043,0.00508406731929625,0.000246948515258083
24/10/2018	,-0.0250771820847352,0.0358095225862921,0.00222230183122056,0.00173809080736485,0.0224591915974952,0.000247321475997264
25/10/2018	,0.00720979477694016,-0.00733720608234368,0.00469894330062202,0.00138764287691736,-0.00946263326124429,0.000247321475997264
26/10/2018	,0.0165870104519856,-0.0084843018655843,0.0149590025645876,-0.00593334859282593,-0.00787913109530455,0.000247694401834142
29/10/2018	,-0.0199517684351894,-0.00885299959205004,-0.00301962274925334,-0.00012357265666536,-0.00167544055469221,0.000246948515258083
30/10/2018	,0.0360141080268398,-0.032378516248973,-0.00159376024995004,-0.00955102163588511,-0.019025574675104,0.000246948515258083
31/10/2018	,0.00624850754889958,-0.0044343536598863,-0.00285109936054437,0.00851536562064718,-0.00838760974890988,0.000246575519610381
01/11/2018	,0.011516354460386,0.0138486396016399,-0.00619070747751729,-0.00191056484972659,0.00809984430104148,0.000246202489047498
05/11/2018	,0.0129883674515565,-0.00248887623997567,0.002467918088087,0.00859563370701621,-0.0051836476049696,0.000246575519610381
06/11/2018	,-0.00922260018472029,0.018260637626939,0.00765702767515018,0.00276754266097008,0.0177608802638085,0.000246575519610381
07/11/2018	,-0.0122501702951309,0.00065854028762858,-0.00483977469204498,0.0060556237714048,0.00187685623014554,0.000246575519610381
08/11/2018	,-0.0225034145901375,0.00582467588606486,0.00451160610133971,0.00871763549113604,0.00545624763709759,0.000246575519610381
09/11/2018	,0.00159934091430544,-0.0045773809048339,0.00143190515465929,-0.00234856859678327,0.00282147653168994,0.000246575519610381
12/11/2018	,-0.0015938062541987,0.00285797673474627,0.001780313767402,0.00201044961952285,0.00408808730488522,0.000246948515258083
13/11/2018	,-0.0065942071343984,-0.00928012648553638,-0.00485332429126459,0.00322386120533442,-0.00431995906919822,0.000246948515258083
14/11/2018	,0.0128126853130096,-0.00975362293707205,-0.00113456045354624,-0.0035205873998613,-0.00352099610375907,0.000246948515258083
16/11/2018	,0.0274857037662914,0.00955443875703988,0.00642774751703564,-0.00519878154061455,-0.00446882284331105,0.000246948515258083
19/11/2018	,-0.0060276766121336,0.00662327941229742,-0.00621882557662262,-0.00388313190887719,0.0117093250253357,0.000246948515258083
21/11/2018	,-0.00734481129257082,0.0159350717110008,0.00573811539552286,-0.015020910666906,0.00257545522350702,0.000246948515258083
22/11/2018	,0.00298152964936366,-0.00106647430739526,-0.000518521290370705,-0.00328981114243449,0.0014400574330036,0.000246948515258083
23/11/2018	,-0.0138837441525222,-0.0116108968881195,-0.0138660016202726,-0.00512476506091471,-0.0085174976618008,0.000246948515258083
26/11/2018	,-0.00822886974327525,-0.0039941895988409,0.00182566683924506,0.010628177258834,0.00243968269200257,0.000246575519610381
27/11/2018	,0.0255013546489924,-0.0146277409130203,0.00107785250053591,0.00132430579497466,-0.0158558464358727,0.000246948515258083
28/11/2018	,0.0143144147870275,-0.00349390600434468,-0.00498151918223458,0.00365443634266162,-0.00156356159797025,0.000246948515258083
29/11/2018	,0.00403061275993452,-0.0043526147736375,-0.00365433995253119,-0.00544106102235096,-0.00719445330436147,0.000246575519610381
30/11/2018	,-0.00141062598652471,0.00045681393202879,0.0049286692077329,-0.000137489454493878,0.000261599920283113,0.000246575519610381
03/12/2018	,0.00222887131684226,0.000509130422063078,0.00549506076044872,-0.00144493777033415,-0.0015217692915228,0.000246202489047498
04/12/2018	,-0.012322141042333,-0.00549789020604951,-0.00337924381072364,0.000889370022417501,0.00451264975872529,0.000246948515258083
05/12/2018	,0.00384223983462681,0.00251650191089352,0.00366783325729379,-0.00670349371647089,0.00227038331917988,0.000246575519610381
06/12/2018	,-0.00276507057576767,0.013309983198193,-0.00100567507072188,-0.0104373348370419,0.00307504170872699,0.000246575519610381
07/12/2018	,-0.00755128291449686,0.00813569013532356,0.00534165773432184,-0.00410342782524349,0.0133341162352514,0.000246575519610381
10/12/2018	,-0.0236440486832694,0.00423430886380739,0.000899365708898269,-1.29159303461183e-05,0.00631085131047145,0.000246575519610381
11/12/2018	,0.00581139215211385,0.000666044085294178,0.0043583591126106,0.00327976289369789,0.00760638032722381,0.000246575519610381
12/12/2018	,0.00643230069052669,-0.00149198430926928,-0.00343849250366376,-0.00054042857639079,-0.00196036765948475,0.000246575519610381
13/12/2018	,0.00961033178304371,0.000691644277596384,0.0106682729264832,-0.00176951522631319,0.0011013415137616,0.000246202489047498
14/12/2018	,-0.00469739706311556,-0.00415532887508117,-0.00372163283746646,0.00130773869577793,-0.00371708554914047,0.000246202489047498
17/12/2018	,-0.0114210676097652,0.00333765923192202,0.00591554632510466,-0.000328060422479518,0.00160947734193235,0.000246575519610381
18/12/2018	,0.00246354448981244,-0.00654407918603014,0.000840173330206213,0.00160450340046889,0.00144743263014052,0.000246575519610381
19/12/2018	,-0.00923379633013382,-0.00372794366027553,-0.00323213429231718,0.00215313475045707,0.00108021555508689,0.000246575519610381
20/12/2018	,-0.00459924832662852,0.00239639425684348,-0.00367121133022634,-0.00286093860862396,0.009441049639448,0.000246575519610381
21/12/2018	,0.00381612996735203,-0.0114993719761794,-9.1480987682916e-05,0.00698936560279168,-0.00786935562654195,0.000246575519610381
26/12/2018	,-0.00425267272416441,0.0276276324993798,0.00288664306293975,-0.000240600528470619,0.00308829900970002,0.000246575519610381
27/12/2018	,0.00377378864149334,-0.00416841894715297,7.99068568573908e-05,-0.0071684308420834,0.00439361751270356,0.000246575519610381
28/12/2018	,0.0268835683439746,-0.000839596129116552,0.00739274969642797,0.00545684728015912,-0.00794109208233803,0.000246202489047498
02/01/2019	,0.0353658641611198,-0.000292892941769166,0.0108498940117888,0.0047465336944684,0.0028086732447495,0.000246575519610381
03/01/2019	,0.00612594132389978,0.00220778306142579,0.00467927820897588,-0.00654674866041486,0.00454754624716126,0.000246575519610381
04/01/2019	,0.00240582238150305,0.00110857253550004,0.00813354873562623,-0.000354819783384489,-0.00337584305868547,0.000246575519610381
07/01/2019	,-0.00290527692291588,0.0129556398774397,0.00819059810810552,0.00222945828962283,0.00829334184746087,0.000246575519610381
08/01/2019	,0.00136420502216747,-0.00651161182479618,0.0032017738589799,-0.00165466238922577,-0.00234044489024935,0.000246575519610381
09/01/2019	,0.0155973359053113,-0.0160192898711784,-0.00989712165285253,-0.0067516635560977,-0.0121681068381578,0.000246575519610381
10/01/2019	,0.00280615975697874,-0.00277661000175686,-0.00766641262500844,-0.0106246942700365,0.00198574132709315,0.000246575519610381
11/01/2019	,-0.000557446874914899,-0.00179985363719889,0.00195707887328573,-0.00711009563932241,-0.000237682358205702,0.000246575519610381
14/01/2019	,0.00837926627485052,-0.00254712216202342,0.00207184444678537,-0.0076558939224903,-0.000987739958371919,0.000246575519610381
15/01/2019	,-0.00368619979904941,0.00305453005075727,-0.00607215322172092,0.000162382298265274,0.0034120810676503,0.000246575519610381
16/01/2019	,0.00270367553783945,-0.00177215464552365,0.00260473992614164,0.00966323422814517,-0.00154137179743489,0.000246575519610381
17/01/2019	,0.00825520174976795,0.00841525271921445,0.00176951471524077,-0.00848736567755605,0.00239451563299923,0.000246575519610381
18/01/2019	,0.00710558324896561,-0.0046785787755978,-0.00534371428110803,-0.00105066989581864,-0.00331145070839329,0.000246575519610381
21/01/2019	,-0.000117966400603882,0.00165317984045395,-0.000105493309256177,0.00680185729159752,0.00896673223725919,0.000246948515258083
22/01/2019	,-0.00930301492527054,-0.000764647840600327,-0.00156097047938389,-0.000935228231923436,0.00428168916494366,0.000246575519610381
23/01/2019	,0.0119688057523471,-0.00971492642644494,0.00312403288493664,0.00686273603157283,-0.010837087134528,0.000246575519610381
24/01/2019	,0.00989252540385814,-0.00203159124992378,0.00226602281538841,-0.00255767281450891,-0.00117186902083017,0.000246575519610381
28/01/2019	,-0.0155774206419053,0.000820102178409367,-0.0102125060470291,-0.0176726751909322,0.00486991721000083,0.000246575519610381
29/01/2019	,0.00233704776108152,0.00337591468108781,-0.00452770020614537,-0.00767007328786031,0.00241575515915257,0.000246202489047498
30/01/2019	,0.0122320549053089,-0.00253373091970934,0.00149532763494945,0.0118237373906554,-0.00734606453520824,0.000246575519610381
31/01/2019	,0.00340586233065562,0.00220022731940309,-0.00257537151739342,-0.00102104801419119,0.0030391166240912,0.000246202489047498
01/02/2019	,0.00488242809794285,-0.0032469193679036,-0.00310457570845082,-0.00112079576777032,-0.000595688581134893,0.000246202489047498
04/02/2019	,0.00728125445046533,-7.40520153802229e-05,-0.00102375082428004,0.00207662135986134,0.00013954103253505,0.000246202489047498
05/02/2019	,-0.00309047736808071,-0.000978456475375777,-0.000789837776716262,-0.00507011028783514,-0.00193148408013308,0.000246202489047498
06/02/2019	,-0.034689278866018,0.0126181553622977,0.000578661919821821,0.00571088387104877,0.016767334039185,0.000246202489047498
07/02/2019	,-0.00108044100113279,-0.0117321728070196,-0.00798842475097065,5.31894004219182e-05,-0.0132720804409724,0.000246202489047498
08/02/2019	,0.00757547405431849,6.43724768323601e-05,0.0117054146224459,0.00706624259272841,7.37670204311817e-05,0.000246202489047498
11/02/2019	,-0.00742391481585627,-0.000785823848125297,-0.00479370907327571,-0.000601713976049385,-0.000318647414480142,0.000246202489047498
12/02/2019	,0.016256522247253,-0.00145177573943989,0.0061921279272592,0.012293608381699,-0.00429658346183568,0.000246202489047498
13/02/2019	,-0.00422098394228702,0.00594530693535234,0.0029903773116898,0.00503899550399548,0.00940102632537559,0.000246575519610381
14/02/2019	,0.0203494038811216,-0.0103787369432369,-0.0007742093834448,0.00812002758448907,-0.00728632122067119,0.000246202489047498
15/02/2019	,-0.00468068460034014,0.00945499191961547,0.00352851831205543,0.00314442068778245,0.00849440166782554,0.000246202489047498
18/02/2019	,-0.00874714464952187,-0.00128375644297687,0.0018243131438618,0.00455068135432804,-0.000212042535075742,0.000246202489047498
19/02/2019	,0.0107205192074302,0.000536815811656851,-0.00524468449075546,-0.00445180005792221,0.00138689598148088,0.000246202489047498
20/02/2019	,-0.0118739464268784,7.92243329337389e-05,0.00395918184873477,-0.00340579078462604,0.00149813229143629,0.000246202489047498
21/02/2019	,0.00494177477032247,-0.0169873291235963,-0.00102832011368292,0.000626085171607272,-0.0128317703858744,0.000246202489047498
22/02/2019	,0.00926140566628427,-0.00354166112498703,0.003431494331794,-0.00165375447666157,-0.00275662750371412,0.000246575519610381
25/02/2019	,-0.00516853310150233,0.0073046924503566,0.00145224400597777,-0.00200327020299244,0.00233504735392244,0.000246575519610381
26/02/2019	,0.00322665386056846,-0.00972256769425534,-0.00709007286574346,-0.00204146944422744,-0.00900353086579278,0.000246575519610381
27/02/2019	,-0.00280573043373083,0.0154703969268481,0.00632977926513811,-0.0140286872004887,0.0129497944844558,0.000246202489047498
28/02/2019	,-0.0168463233033111,0.00986945462089487,-0.00609345103380889,4.22820836768045e-05,0.00908726899399191,0.000246202489047498
01/03/2019	,-0.00852694029544187,0.00845036171036865,0.00619856500827731,0.00936449778903838,0.0103062439974533,0.000246575519610381
06/03/2019	,-0.00571171106794528,-0.00581455770136231,-0.000838442550449641,0.00381873159931354,-0.00452016233483197,0.000246202489047498
07/03/2019	,0.0013654554597737,0.0126497450611303,0.00177061727993042,0.0020247881617848,0.00528279577931496,0.000246575519610381
08/03/2019	,0.0100835932675266,-0.00990967853314552,-0.000516332742031899,-0.00125566931120861,-0.0029468019436329,0.000246575519610381
11/03/2019	,0.024328384925868,-0.00342824136449852,0.00384785710535446,0.00448716614255639,-0.00460987779022882,0.000246575519610381
12/03/2019	,-0.00221281695166526,-0.00255666725647462,0.000191834246073652,0.000966020299013384,-0.00306606998801676,0.000246575519610381
13/03/2019	,0.00896413646553318,-0.00228808350074844,0.00853240003468858,-0.00470895857934057,-0.00462682930447978,0.000246575519610381
14/03/2019	,-0.0037689076784412,0.00141925600392339,0.00191858393759502,0.00552803793945441,0.00315284426272745,0.000246202489047498
15/03/2019	,0.00439580594167602,0.00138755303964791,0.00907837029048771,0.00407276013406339,0.00347643197893818,0.000246202489047498
18/03/2019	,0.00852466384158583,0.00414996150727647,0.00336767689147056,-0.0012734649563712,-0.00348966194129733,0.000246202489047498
19/03/2019	,-0.002881042067378,0.00351968336252743,0.00247869465965745,-0.00176655739106027,0.00534502508011075,0.000246575519610381
20/03/2019	,-0.015702860261003,0.0166072624490637,-0.000190213059365619,-0.00350990458402149,0.0116311316498964,0.000246202489047498
21/03/2019	,-0.0123911391351492,-0.0013830024467271,-0.00231387489563055,-0.00142489090582803,-3.87539522217796e-05,0.000246202489047498
22/03/2019	,-0.0295880155078681,0.00258928945302489,-0.00825617551998672,-0.00782261530664548,0.00306692925489524,0.000246575519610381
25/03/2019	,-2.22980130100941e-05,0.00352730405748678,0.00734433357282806,0.00351330352722499,0.00231326294122081,0.000246575519610381
26/03/2019	,0.017806271151504,-0.00280511956960876,0.00158057120839081,0.00292404249676921,-0.00247552995058077,0.000246575519610381
27/03/2019	,-0.0346290048235542,0.000247569829012827,-0.0130093545411901,-0.00161879379962183,0.00321813752152253,0.000246948515258083
28/03/2019	,0.0248948346211015,-0.0125877704150551,0.00184237146859727,0.00408281714718756,-0.0155401464928426,0.000246575519610381
29/03/2019	,0.00968799797836757,-0.00610248718511757,0.00252143745005964,0.00718727952038821,0.00249877973047921,0.000246948515258083
01/04/2019	,0.00572945669035693,0.000645557905621621,0.0119973012601735,-0.00290165826223879,0.00145290170206146,0.000246948515258083
